@relation sheet
@attribute in1 real
@attribute in2 real
@attribute in3 real
@attribute in4 real
@attribute in5 real
@attribute in6 real
@attribute in7 real
@attribute in8 real
@attribute in9 real
@attribute in10 real
@attribute in11 real
@attribute in12 real
@attribute class {Pass,Fail}
@data
1676,0,1,4258,118,5922,1,1804,1379,0,2,2,Pass
465,0,0,4080,502,8511,1,1319,1713,0,0,1,Pass
347,0,0,350,825,5269,3,1056,241,1,1,0,Pass
1751,0,1,7640,619,1213,1,1385,256,0,2,2,Pass
1795,0,0,3344,862,6315,3,1085,240,1,1,1,Pass
1619,1,0,5395,690,3602,3,1731,333,1,1,1,Pass
219,1,1,7167,306,4541,0,887,1253,0,0,2,Pass
251,0,1,1706,72,2704,1,1291,1802,1,1,1,Pass
994,0,1,5669,245,7139,3,642,62,1,0,0,Pass
138,1,1,5959,248,8455,0,228,499,0,0,1,Pass
1941,1,0,638,938,7721,1,645,1941,0,1,0,Pass
1979,0,1,536,738,9741,2,487,1230,0,1,1,Pass
712,1,0,8056,435,493,2,1544,909,1,0,1,Pass
1566,1,0,5324,152,6294,0,1886,586,0,0,2,Pass
1115,1,1,3586,952,6860,0,1063,1026,1,0,2,Pass
223,0,1,6962,91,2333,1,549,978,0,0,1,Pass
245,0,0,2174,991,5097,0,957,811,0,2,1,Pass
756,0,0,9005,40,4634,1,136,250,0,1,1,Pass
155,0,1,5647,812,6454,1,1994,1930,0,1,2,Pass
1566,0,0,5987,888,8826,0,1976,1327,0,0,0,Pass
1048,1,0,2668,25,1081,2,31,521,1,1,2,Pass
1094,0,1,954,314,5739,3,423,1386,1,0,2,Pass
484,1,0,7964,45,1113,1,173,941,1,2,0,Pass
16,1,0,7242,497,6109,2,248,1276,1,1,0,Pass
1248,1,1,2792,288,8799,0,1210,789,1,1,2,Pass
1754,0,0,174,203,3698,3,1856,258,1,2,2,Pass
1415,0,1,3917,740,7751,2,989,1659,1,0,1,Pass
1660,1,0,8052,30,2240,1,1592,913,0,0,2,Pass
910,0,1,1608,964,268,0,1102,464,0,1,1,Pass
856,1,0,1545,972,2859,1,1545,441,1,1,2,Pass
1667,0,1,5816,815,3088,0,1383,338,1,0,0,Pass
842,1,1,6654,519,748,1,1599,1764,0,0,2,Pass
816,0,0,2704,44,8098,1,182,1257,0,1,0,Pass
1351,0,1,6615,396,7054,2,1799,1655,0,2,0,Pass
1320,0,0,9731,710,9927,1,1929,1300,1,0,2,Pass
1889,1,1,71,698,827,2,1954,1806,0,0,1,Pass
1478,1,0,7495,256,3267,2,161,1183,0,2,0,Pass
1552,0,1,709,314,2820,2,32,1267,0,1,1,Pass
1380,1,0,4787,832,5869,3,96,462,0,2,0,Pass
616,0,1,6907,632,39,0,679,1558,0,1,0,Pass
1776,1,0,2978,415,6542,2,315,1185,1,1,0,Pass
1097,1,1,3826,991,7863,3,778,869,0,2,2,Pass
1399,0,1,814,598,707,3,1738,1425,0,0,0,Pass
1800,0,1,3175,159,8136,1,1362,948,0,0,1,Pass
365,0,1,4374,937,4039,2,980,1697,0,1,2,Pass
1258,0,0,6426,970,1409,3,522,196,1,2,1,Pass
34,0,1,1673,918,8683,2,532,445,0,1,1,Pass
1048,0,0,7147,616,6809,1,1883,366,1,2,1,Pass
253,0,0,8952,445,4463,0,967,652,1,2,0,Pass
1482,1,1,124,913,6955,0,372,1079,1,1,2,Pass
1282,1,0,9161,271,2967,1,924,1599,1,1,2,Pass
1071,0,0,9234,426,9554,1,1334,13,1,1,1,Pass
1727,1,1,4912,426,8471,2,1283,706,0,2,0,Pass
1041,0,1,3620,69,7646,1,496,935,1,1,2,Pass
169,0,0,6261,987,6727,3,847,105,1,0,1,Pass
1653,1,0,155,524,1822,2,1464,424,1,2,1,Pass
1634,1,0,7217,81,2241,3,452,67,0,0,0,Pass
439,0,0,6529,597,5669,1,802,1131,0,1,0,Pass
549,1,1,6017,967,3374,3,523,874,1,2,1,Pass
1521,0,0,9235,94,7462,1,967,1270,1,2,1,Pass
262,0,0,7985,401,3149,0,1738,495,1,0,1,Pass
899,0,0,1376,705,4184,2,1408,970,0,0,0,Pass
389,1,1,2739,444,3229,2,1325,1872,1,0,1,Pass
522,0,1,1992,176,9795,2,1785,1520,1,1,1,Pass
443,0,0,6647,985,159,1,0,485,0,2,0,Pass
1852,0,0,7549,656,5713,2,128,443,1,1,1,Pass
1274,1,0,4449,113,9398,0,1666,29,0,0,2,Pass
1305,0,0,8118,264,4351,0,1939,1499,1,1,2,Pass
96,0,1,487,656,9015,0,1237,179,1,2,2,Pass
315,0,1,2712,289,282,0,1622,1047,0,0,0,Pass
3,0,1,1696,277,6953,0,522,1998,1,0,2,Pass
1445,1,1,956,398,9635,2,251,1889,0,0,2,Pass
533,0,0,4390,287,198,3,1318,443,1,0,1,Pass
1893,0,0,93,365,9739,2,361,789,1,2,1,Pass
1088,1,1,8774,16,6633,3,1615,1364,1,2,0,Pass
1972,0,0,3975,347,4793,2,1846,392,1,2,1,Pass
953,0,0,2092,325,495,2,768,1755,0,1,0,Pass
1860,0,1,6297,66,4464,3,301,156,0,0,1,Pass
1391,1,0,4280,290,9111,0,834,414,1,1,1,Pass
1664,0,0,4468,837,8970,1,250,1017,1,1,2,Pass
843,0,1,507,736,6306,2,1601,1299,0,0,0,Pass
1838,0,1,5163,448,3392,3,329,1011,1,2,1,Pass
96,1,0,763,410,9780,1,173,347,0,0,0,Pass
1231,1,0,9106,491,7136,3,59,1609,1,1,0,Pass
268,0,1,6012,602,9505,2,1927,1730,1,0,2,Pass
11,0,0,1664,823,8806,2,1842,1107,0,0,1,Pass
36,1,1,4934,503,434,1,609,1772,1,2,2,Pass
1272,0,1,8781,222,3972,2,65,1362,0,0,0,Pass
1594,0,1,7554,681,7551,2,159,520,0,0,1,Pass
595,1,1,260,854,2667,1,1565,258,1,0,0,Pass
1384,0,1,7165,617,4883,1,1032,111,1,2,2,Pass
692,1,1,3811,765,3104,0,639,1482,1,2,0,Pass
949,0,0,5668,588,8715,2,726,261,0,0,2,Pass
637,0,0,3527,348,5609,1,1824,793,0,2,2,Pass
270,1,1,7366,928,9415,2,35,1125,1,0,2,Pass
1481,0,0,2273,807,8750,1,1676,361,1,1,1,Pass
1453,1,0,3286,548,9624,3,1531,1687,0,1,0,Pass
1712,0,1,4693,658,2745,3,817,158,0,0,1,Pass
1380,0,1,1303,818,1697,1,813,1340,0,2,0,Pass
1216,1,1,966,844,8070,1,1645,23,0,2,1,Pass
1200,1,0,8031,599,8599,2,41,575,1,2,2,Pass
1828,0,1,9739,606,2052,2,340,1642,1,1,2,Pass
1274,0,1,8149,104,5170,1,1684,1844,1,2,2,Pass
63,0,1,510,596,2867,0,8,634,1,0,1,Pass
80,1,1,5732,166,5706,2,1280,811,1,1,2,Pass
1152,0,1,9240,665,9300,2,1600,1859,1,2,1,Pass
1087,0,1,6934,177,9899,3,1718,1581,1,1,0,Pass
47,1,0,8871,645,3821,3,1026,1707,1,1,0,Pass
811,0,0,8426,279,6594,1,765,1900,1,1,0,Pass
701,0,0,4569,137,9123,0,953,1026,0,1,2,Pass
675,0,0,9903,941,6063,1,1312,1830,0,2,0,Pass
1430,1,0,8527,863,1135,0,1953,1409,0,1,1,Pass
944,1,0,311,523,4737,0,412,81,0,0,1,Pass
609,0,1,8603,598,6010,1,1782,1773,0,1,2,Pass
597,0,0,7942,234,7309,0,128,782,0,2,1,Pass
1085,0,1,1234,499,1058,1,1498,1140,0,2,2,Pass
1263,0,1,2000,72,5448,2,316,1273,1,2,2,Pass
116,1,0,8443,935,4883,0,684,1533,1,2,1,Pass
869,1,1,2111,625,4841,0,1075,1606,1,0,1,Pass
1290,0,0,2303,663,7887,3,1938,154,0,0,0,Pass
920,1,1,1212,774,8105,1,1626,1908,1,1,0,Pass
1709,0,1,1976,469,9815,3,1728,1960,1,2,2,Pass
1411,0,1,4882,809,2899,3,583,1196,1,1,2,Pass
358,0,1,8131,938,9791,0,1535,1084,0,0,0,Pass
1498,1,0,6654,678,21,2,1843,1905,0,0,2,Pass
677,1,0,3967,559,2815,1,1513,1063,0,1,1,Pass
1533,1,0,6930,474,7645,0,1817,1648,1,2,0,Pass
535,0,1,9100,949,8109,2,824,257,1,2,1,Pass
757,0,0,350,285,8334,3,1606,1344,1,2,2,Pass
930,1,1,877,947,6149,1,1066,1440,1,0,2,Pass
36,1,1,7366,58,7225,3,39,82,0,0,2,Pass
1573,0,1,454,431,3122,0,880,1265,0,0,0,Pass
199,0,0,2640,148,8820,0,1374,192,0,0,1,Pass
1340,0,1,3679,946,6403,3,74,1547,1,1,1,Pass
1206,1,0,1811,90,6823,1,1086,1121,0,0,0,Pass
1593,0,0,5216,415,3879,0,510,1138,0,1,2,Pass
1378,1,1,5866,563,2539,0,1163,1874,1,0,0,Pass
810,0,0,8740,659,3698,1,1087,385,0,2,1,Pass
100,1,0,7759,41,3050,3,348,1852,0,0,2,Pass
1928,1,0,3576,189,8102,1,1095,701,1,2,1,Pass
83,0,1,913,800,211,1,138,1059,0,2,1,Pass
724,0,1,5161,342,3387,2,1118,455,1,1,0,Pass
477,0,0,6175,998,5731,0,559,1972,1,2,2,Pass
939,0,1,9097,113,3193,0,336,57,0,2,1,Pass
1755,1,0,5627,43,3293,0,807,1205,1,1,0,Pass
242,0,1,5067,978,4521,0,108,182,0,0,1,Pass
1040,1,1,3545,314,6228,3,1603,183,0,1,0,Pass
1290,1,0,7203,113,792,0,1584,349,1,2,2,Pass
1305,0,1,6269,357,7132,1,113,758,1,0,2,Pass
795,1,0,6936,358,708,2,1503,1605,1,1,0,Pass
13,1,1,305,754,7469,3,1078,549,0,1,0,Pass
1499,1,1,2546,373,445,0,620,481,1,2,1,Pass
397,0,1,8382,899,3440,1,533,1381,0,2,1,Pass
342,1,1,7693,555,182,3,1052,1789,1,2,2,Pass
1651,0,0,7359,808,5824,0,870,1806,1,0,1,Pass
1638,1,1,2564,270,5699,2,1720,1037,0,1,0,Pass
390,1,0,2882,726,1899,3,177,355,0,2,2,Pass
1948,0,1,7127,599,9129,2,905,419,1,2,1,Pass
1827,1,1,2886,122,6416,1,640,1873,1,1,2,Pass
1315,0,1,2951,818,8369,2,1147,1672,1,1,2,Pass
1091,0,1,7214,917,9136,1,1505,1375,0,1,2,Pass
338,0,1,5957,690,8534,3,1180,1008,1,2,2,Pass
1514,0,1,1101,441,9917,2,1330,1326,1,0,1,Pass
585,1,1,9559,696,3059,3,1371,1001,1,0,2,Pass
53,1,1,5689,8,6686,2,1236,1977,0,2,2,Pass
946,0,1,6564,780,4086,2,825,1547,0,2,0,Pass
217,0,0,762,842,57,2,218,1076,1,1,0,Pass
464,0,0,787,121,5265,1,812,1176,0,0,0,Pass
1690,0,1,7000,183,8728,3,311,1631,1,2,1,Pass
1282,1,0,2945,932,9460,2,503,540,1,0,1,Pass
1040,0,1,6768,879,630,1,1508,1010,0,1,0,Pass
448,1,1,1113,140,9556,3,1300,365,0,0,0,Pass
1714,1,0,3936,320,6095,0,1368,1025,1,2,2,Pass
250,0,0,2874,354,7976,2,1947,458,1,1,1,Pass
542,1,0,2743,238,1028,0,1710,905,0,2,1,Pass
831,1,0,8132,760,9223,2,441,79,0,2,2,Pass
445,0,0,6871,939,8917,2,643,751,0,1,0,Pass
1778,1,1,4028,677,2908,0,346,477,0,0,0,Pass
1634,1,0,4196,999,7670,1,1014,1367,0,1,2,Pass
1397,0,1,4788,589,5123,1,559,869,0,0,1,Pass
794,1,0,7987,664,5292,1,1239,1513,1,2,1,Pass
561,1,0,788,628,1370,1,1098,1757,0,0,0,Pass
235,1,1,7532,882,9197,2,441,1340,1,0,2,Pass
1882,1,1,7045,867,6577,2,414,1863,0,0,2,Pass
1608,1,1,8568,14,5811,3,129,1422,1,2,0,Pass
702,0,1,7185,295,5882,2,1537,863,1,0,0,Pass
123,1,0,7284,190,4634,3,165,1176,0,0,2,Pass
517,1,1,7141,816,2235,2,1050,1948,0,2,1,Pass
1752,1,0,1933,917,9278,3,367,429,0,0,1,Pass
1569,1,0,9792,798,9320,0,1507,750,1,1,2,Pass
31,1,0,2035,562,3279,2,136,921,1,2,2,Pass
142,0,0,722,709,170,1,1704,1789,0,0,0,Pass
360,0,0,4263,852,5150,1,1309,709,1,0,2,Pass
417,1,1,7054,320,9147,2,38,1534,1,2,2,Pass
471,1,0,7133,174,1102,0,1982,1473,1,0,2,Pass
588,0,1,7097,520,1288,1,238,1712,1,1,2,Pass
968,0,1,4891,803,6916,0,1882,1447,1,1,1,Pass
1575,1,0,9865,661,2126,2,1825,1753,0,2,2,Pass
707,0,1,968,673,6952,1,1029,1597,0,0,2,Pass
1239,1,0,2759,746,2798,0,66,1421,0,0,2,Pass
1464,1,0,8511,33,7426,1,1875,1490,0,1,1,Pass
745,0,0,9678,636,6410,2,1032,950,1,2,1,Pass
1539,0,0,954,684,334,1,1595,287,0,1,0,Pass
182,1,0,170,194,1174,2,825,507,0,2,0,Pass
1143,1,0,7144,686,8793,3,1430,150,0,1,1,Pass
255,1,1,2683,52,9305,3,1633,588,0,2,2,Pass
869,1,0,4280,845,3554,2,926,1524,1,1,1,Pass
129,0,0,944,791,8586,2,1177,1779,0,2,1,Pass
1253,1,1,6028,881,3930,1,1519,1777,1,1,0,Pass
1072,0,1,989,894,9572,2,673,1139,1,2,0,Pass
938,1,0,8712,356,7093,0,1098,269,0,1,2,Pass
1023,1,1,1846,880,7826,3,1735,203,0,1,1,Pass
225,0,0,513,705,6184,1,1405,1763,1,0,2,Pass
405,1,0,1857,616,6132,3,414,514,1,2,1,Pass
608,1,1,3023,576,8122,3,685,89,1,2,2,Pass
247,0,0,7401,855,6825,1,569,235,1,1,1,Pass
874,1,0,2652,319,7699,2,878,700,1,0,2,Pass
1812,0,0,3415,586,1987,1,1597,1281,0,2,1,Pass
232,1,0,7554,473,3088,2,1205,135,1,1,0,Pass
658,0,0,8151,897,6071,2,1347,650,1,2,0,Pass
1168,0,0,9921,730,222,2,1549,1820,0,1,1,Pass
1429,1,0,4985,892,811,1,1125,1415,0,2,2,Pass
545,1,1,7640,351,6939,2,432,1944,1,0,0,Pass
1655,0,1,2318,102,9159,2,1453,385,0,2,1,Pass
1683,1,1,6712,465,7273,0,1434,162,0,1,2,Pass
575,0,1,2439,933,4965,1,1161,571,0,2,0,Pass
234,0,1,8309,881,1595,3,138,650,0,2,1,Pass
1325,1,1,4315,558,4050,1,1002,1397,0,1,2,Pass
803,1,0,6357,300,8503,2,1713,45,1,2,0,Pass
42,1,0,2030,676,5035,0,305,1718,1,1,1,Pass
1811,0,1,5648,174,9139,0,1937,206,1,0,2,Pass
235,1,0,1323,137,4768,2,49,720,1,0,1,Pass
1549,1,0,5358,705,3464,2,576,668,0,0,0,Pass
1358,1,1,9531,538,2405,2,721,559,0,2,2,Pass
588,0,1,8957,503,5922,2,1891,1714,0,1,0,Pass
1434,1,1,2636,574,6349,3,1800,1864,1,1,2,Pass
467,1,1,1161,330,6494,0,389,688,1,0,1,Pass
242,1,0,924,629,5166,0,767,1213,1,0,2,Pass
3,1,0,4306,986,6636,0,94,310,1,2,1,Pass
1649,1,0,4556,635,6193,3,1746,1462,0,0,1,Pass
836,0,1,4122,741,827,2,316,248,0,1,1,Pass
1965,1,1,4078,749,5840,1,1056,407,0,2,2,Pass
1912,0,0,3813,678,9073,1,318,105,0,1,0,Pass
1127,1,0,2904,274,3350,2,1911,544,1,1,1,Pass
238,0,1,7112,921,2737,1,116,676,0,0,2,Pass
1431,0,0,447,578,4114,0,250,1894,1,1,1,Pass
1020,0,1,7403,388,5171,1,1506,92,1,1,0,Pass
1395,0,0,2221,185,8437,3,1580,61,1,1,1,Pass
1762,1,0,8599,943,2960,0,698,370,0,1,1,Pass
1496,0,1,8988,787,7616,0,1779,1153,0,1,1,Pass
1421,0,0,9689,940,2531,0,1430,1870,0,0,2,Pass
94,1,1,1081,976,5768,1,1766,1366,1,0,0,Pass
1616,0,1,8142,870,1546,2,892,562,1,0,2,Pass
1703,1,0,1267,424,4771,2,767,174,0,0,0,Pass
1450,0,1,8790,499,6515,0,1208,1821,1,0,1,Pass
575,1,0,9946,302,9785,3,26,403,0,2,1,Pass
853,0,0,3026,917,1681,2,1223,949,1,2,2,Pass
667,0,0,3537,40,8259,3,1477,775,1,0,0,Pass
1204,1,1,470,883,6373,2,438,58,1,0,0,Pass
412,0,0,9725,827,9744,1,111,969,0,1,2,Pass
1811,0,1,3016,283,9510,1,456,824,0,0,0,Pass
1740,1,0,4132,850,8603,3,1914,658,0,1,0,Pass
858,1,0,5440,146,9898,1,766,1396,0,0,0,Pass
703,0,1,4271,655,8599,2,873,1618,1,1,1,Pass
1129,1,1,6502,249,8155,3,1885,589,1,0,0,Pass
434,1,0,2457,718,6309,0,1011,1558,1,1,2,Pass
1291,1,1,424,960,6611,0,1612,875,0,0,1,Pass
349,0,0,6543,80,3608,0,414,1380,1,1,2,Pass
1670,0,0,7762,197,5841,2,1044,610,1,0,1,Pass
467,0,1,3646,932,9464,0,1461,1628,0,2,1,Pass
487,1,0,8196,93,946,0,1663,1022,0,1,2,Pass
336,0,0,6185,983,7245,1,404,119,1,0,1,Pass
1961,1,0,9632,816,8841,2,841,615,0,0,0,Pass
1208,0,0,6048,571,8816,3,136,1914,0,1,1,Pass
1262,1,0,7002,15,7513,2,1699,12,1,1,0,Pass
829,1,0,1163,554,9790,3,848,1939,1,0,1,Pass
1778,0,0,1127,56,5702,3,908,411,1,0,0,Pass
1673,1,1,8253,851,1734,2,383,1865,0,2,0,Pass
222,0,1,9343,488,4440,1,534,1878,0,2,2,Pass
1342,0,0,4658,946,5638,0,1368,1726,1,2,0,Pass
1729,0,0,5291,350,7033,0,1208,110,0,0,0,Pass
491,1,1,9235,475,6210,2,817,15,1,2,0,Pass
615,0,0,1304,909,9394,3,631,1258,1,1,2,Pass
280,1,1,1804,878,6510,3,257,1345,0,0,1,Pass
565,0,0,6899,136,914,0,1948,367,1,0,1,Pass
1784,0,1,8382,794,5439,3,930,1413,0,0,2,Pass
442,1,1,572,390,3640,3,1473,1913,0,2,2,Pass
1333,0,1,1063,189,9215,3,1792,531,1,1,2,Pass
1918,0,1,4276,431,4629,1,596,1326,0,2,0,Pass
1574,1,1,6108,617,7686,3,1737,369,1,2,2,Pass
1957,1,0,6271,68,7612,3,1908,720,0,2,2,Pass
970,0,0,1104,159,4610,3,652,956,0,1,0,Pass
1995,1,1,3027,73,7282,0,224,1915,0,1,1,Pass
1805,0,1,107,782,177,2,1483,1083,0,1,2,Pass
1655,0,1,6824,356,1662,0,1579,97,1,1,0,Pass
1744,1,0,3588,683,5586,2,1753,1634,1,0,0,Pass
827,1,0,6023,742,442,0,267,580,0,0,2,Pass
1364,1,0,8952,969,25,0,445,1852,1,2,2,Pass
209,0,1,4427,72,5393,3,389,1547,0,1,2,Pass
543,0,0,9954,489,536,1,397,430,1,0,1,Pass
1134,0,0,6531,911,9423,3,820,1530,0,0,2,Pass
1811,0,0,1441,514,9783,1,1173,393,1,2,2,Pass
1266,0,0,2414,975,6597,1,992,397,0,0,0,Pass
429,0,1,7942,472,3853,3,174,135,0,1,0,Pass
613,1,1,6911,697,9684,0,71,1979,0,0,2,Pass
690,0,0,2755,704,3541,3,232,555,0,2,0,Pass
1593,1,0,3223,799,3149,0,472,150,1,2,0,Pass
1395,0,0,3326,289,3627,1,977,1684,0,2,2,Pass
1677,0,0,4398,29,216,2,884,1224,1,0,1,Pass
72,1,0,364,251,269,0,1276,218,0,0,1,Pass
470,1,1,2091,881,7867,2,1116,198,0,0,0,Pass
1895,0,1,1703,217,4364,3,636,590,1,2,2,Pass
166,0,0,7288,323,4446,3,70,1584,0,1,2,Pass
1372,0,0,3257,81,264,3,1463,1516,0,2,2,Pass
1225,1,1,8176,908,4462,1,1896,1277,1,1,2,Pass
785,1,1,4928,722,3080,0,1636,971,1,0,0,Pass
385,0,0,1217,945,2455,0,1836,1026,0,1,1,Pass
1799,0,1,5736,12,5808,0,253,1657,1,2,1,Pass
1344,0,0,9787,543,1722,3,619,811,1,2,1,Pass
1945,0,0,5909,970,1129,0,1327,1314,0,1,1,Pass
397,0,1,7023,815,1717,0,1234,1342,1,1,1,Pass
1071,1,0,5895,745,3966,3,1637,1481,0,1,0,Pass
235,1,1,5489,411,8542,0,545,1533,0,2,2,Pass
1143,1,0,4787,896,1113,2,417,1837,1,2,2,Pass
1848,0,1,6311,805,3242,3,344,211,1,0,0,Pass
987,1,0,6994,105,7979,0,1444,564,1,1,0,Pass
1595,0,1,5129,933,5278,3,1737,1365,1,0,2,Pass
1841,0,0,1098,453,6578,1,481,81,1,2,0,Pass
756,1,1,5183,467,3462,3,121,625,1,2,0,Pass
1493,1,1,4759,195,5121,2,735,1744,0,0,0,Pass
462,1,0,3287,935,8427,2,1567,1505,0,2,1,Pass
975,0,1,2965,952,8508,0,373,695,0,0,0,Pass
990,0,0,1389,351,5051,0,356,1576,0,0,1,Pass
1058,0,1,4148,383,8474,2,652,149,0,0,2,Pass
323,0,0,5761,151,9701,0,1538,1250,1,1,1,Pass
41,0,0,723,41,9778,0,673,325,1,1,2,Pass
391,0,1,950,553,6810,3,38,1670,0,2,0,Pass
1307,1,0,7862,499,2191,2,1169,603,0,2,2,Pass
651,0,0,8685,309,7407,2,1022,1750,0,2,1,Pass
1990,0,1,7953,934,9053,2,1819,324,0,2,2,Pass
1166,1,1,6622,457,7894,3,1068,460,1,0,0,Pass
950,0,0,4683,473,4249,3,1906,1849,1,2,0,Pass
629,1,1,6480,289,969,3,1602,1133,1,1,2,Pass
174,1,1,8077,711,1589,2,1401,268,1,0,1,Pass
802,0,1,7837,486,2672,3,772,1081,0,2,1,Pass
1484,1,1,4177,406,659,0,902,1527,1,0,2,Pass
240,0,1,9008,898,8614,2,90,1399,1,2,1,Pass
1048,0,0,7683,324,5542,2,352,1746,1,2,1,Pass
388,0,1,4663,256,3449,3,892,1756,0,0,2,Pass
485,0,0,7108,331,4245,3,1937,1805,1,2,0,Pass
1692,0,1,7010,951,4391,2,1605,275,1,2,0,Pass
236,0,0,6802,525,584,3,1125,1840,1,2,1,Pass
162,1,1,3618,686,9987,3,1521,1588,1,1,2,Pass
1350,1,1,8866,823,153,3,1882,960,1,2,0,Pass
57,1,0,1547,904,6366,3,623,609,1,1,1,Pass
322,0,0,503,593,4565,2,1023,1564,1,0,1,Pass
1005,1,1,2148,600,5806,1,656,19,0,0,1,Pass
585,0,0,7881,826,2201,1,1894,411,0,2,0,Pass
53,1,1,1058,69,5755,1,727,1727,0,1,2,Pass
1071,1,0,3296,670,2246,1,82,286,1,1,1,Pass
915,1,1,7201,181,2046,0,1432,358,1,0,2,Pass
340,0,1,8406,403,270,0,938,1346,0,2,0,Pass
129,0,0,8283,132,4305,0,1849,1870,1,1,1,Pass
766,1,1,7945,694,4725,0,1333,382,0,2,1,Pass
804,0,1,6303,877,8786,1,805,621,0,2,0,Pass
1007,0,1,5688,345,8337,2,1532,192,0,1,2,Pass
1787,0,0,7661,966,9873,0,852,1118,0,0,2,Pass
675,1,0,1745,671,7051,1,1468,754,1,1,1,Pass
447,0,1,9445,591,2926,0,180,1528,0,0,2,Pass
481,1,0,378,717,8941,1,1634,1097,1,0,1,Pass
180,0,1,3868,954,7196,2,68,109,0,2,2,Pass
1672,0,1,3942,177,946,3,1805,1395,1,0,1,Pass
1109,0,1,2823,931,8801,3,1941,1303,1,2,2,Pass
931,1,0,2043,789,6186,2,528,1223,0,2,0,Pass
1867,1,0,4750,16,3060,3,1000,1787,0,2,1,Pass
1540,0,1,4579,875,1012,1,1998,1208,1,0,2,Pass
1157,1,1,5403,824,6927,2,35,968,1,1,0,Pass
1051,1,0,3960,497,2338,1,109,721,1,2,1,Pass
287,0,1,7497,846,5739,3,1261,1991,0,2,1,Pass
1422,0,1,168,654,1273,3,1956,1465,0,0,0,Pass
525,0,1,2358,502,5351,0,205,652,0,1,0,Pass
465,1,1,9120,713,8287,3,270,990,0,2,0,Pass
895,1,0,6770,597,9362,2,607,98,0,1,1,Pass
62,0,0,1089,807,4156,2,725,556,1,2,1,Pass
302,1,1,5086,44,8124,3,896,1137,1,0,2,Pass
652,1,1,7806,748,6378,0,600,246,1,0,1,Pass
349,0,1,6286,780,3402,3,926,730,0,1,0,Pass
1019,0,1,3372,463,1509,1,1734,730,0,2,2,Pass
1095,1,0,8408,138,2479,2,1401,1560,0,0,0,Pass
1605,1,1,4849,730,5276,0,1121,144,1,2,2,Pass
1030,0,0,6404,58,5173,1,1110,288,0,2,0,Pass
1341,0,1,3350,742,4175,2,396,874,0,1,0,Pass
184,0,1,8363,590,7522,3,247,864,0,0,0,Pass
1121,0,0,1446,865,1519,1,1758,212,1,1,2,Pass
186,0,1,4424,720,6148,2,132,1154,1,2,2,Pass
1883,1,1,718,59,2482,0,350,1395,1,0,2,Pass
336,0,0,1002,202,6919,1,1718,1144,0,1,2,Pass
1754,0,1,7004,467,9245,2,981,697,0,0,1,Pass
1033,0,1,9409,572,7737,1,1767,64,0,0,2,Pass
1804,1,0,9248,797,5305,0,256,958,1,2,1,Pass
703,0,0,6621,340,8430,2,180,1600,1,1,1,Pass
1447,1,0,7598,573,4704,3,1356,1254,0,1,0,Pass
563,0,1,6403,141,4182,1,667,42,0,2,2,Pass
553,0,0,1578,395,557,1,1992,1536,1,0,0,Pass
1923,1,1,4472,540,8137,1,30,120,0,1,2,Pass
814,1,0,4683,448,4143,1,1687,1060,1,1,2,Pass
1110,1,0,2612,173,4748,1,1215,1039,1,1,2,Pass
761,0,0,6570,942,3319,2,1500,915,0,0,0,Pass
125,1,0,6673,608,6729,2,995,686,1,2,1,Pass
1512,1,0,833,867,7286,3,381,1498,1,1,1,Pass
1315,1,0,6154,953,1180,3,1120,958,0,0,2,Pass
