@relation sheet
@attribute in1 real
@attribute in2 real
@attribute in3 real
@attribute in4 real
@attribute in5 real
@attribute in6 real
@attribute in7 real
@attribute in8 real
@attribute in9 real
@attribute in10 real
@attribute in11 real
@attribute in12 real
@attribute class {Pass,Fail}
@data
1870,0,1,6264,275,1940,2,137,408,1,2,0,Pass
1485,0,0,3522,454,4061,3,1410,491,0,2,0,Pass
792,1,0,5849,824,1983,2,511,115,1,2,2,Pass
1889,0,0,7929,745,674,2,1030,1947,1,1,2,Pass
1751,0,0,377,480,164,0,1798,576,1,0,0,Pass
1168,1,0,7532,868,9823,2,1631,250,1,2,1,Pass
589,1,1,8219,394,3341,1,1221,1822,0,0,2,Pass
18,1,0,5624,852,8686,2,924,235,1,0,2,Pass
1319,1,1,2870,458,1185,3,503,1367,1,2,2,Pass
70,0,1,4125,576,3144,3,1297,637,1,0,2,Pass
1032,0,1,3250,404,269,2,1237,1054,0,1,1,Pass
1894,1,0,8204,787,6490,0,1088,1049,0,1,2,Pass
1346,1,0,2890,246,6975,1,525,1856,0,2,1,Pass
1208,1,1,6328,302,6532,2,945,801,1,2,1,Pass
732,1,1,2345,185,4502,0,1582,1334,1,1,1,Pass
153,0,0,1878,528,1254,2,268,1169,1,2,1,Pass
1739,1,1,477,680,7572,1,857,287,0,1,0,Pass
1122,0,0,3358,641,9922,1,1674,609,0,1,0,Pass
908,1,1,2343,150,28,2,1986,969,0,1,2,Pass
1798,0,0,3784,769,4157,2,1576,1247,1,2,2,Pass
71,0,0,7593,178,4197,0,958,440,1,1,0,Pass
960,1,1,2352,684,2638,3,1476,1623,1,1,0,Pass
1900,0,0,1608,68,7413,0,804,1035,1,1,0,Pass
1496,0,0,8835,488,5390,2,1535,77,1,0,2,Pass
1256,1,1,5080,912,9352,2,220,1405,0,0,0,Pass
430,1,0,2465,3,263,0,1578,448,0,0,1,Pass
943,1,0,2419,681,3207,0,1859,896,1,2,2,Pass
1884,0,0,2937,264,2390,3,1401,8,1,2,0,Pass
1058,0,0,3923,30,3058,2,1430,1411,1,1,1,Pass
791,0,0,7744,842,2777,0,484,1832,1,0,1,Pass
1401,1,0,820,15,2200,1,1491,987,0,2,1,Pass
685,1,1,2299,902,6130,1,1361,267,1,1,1,Pass
1624,0,0,7652,391,2921,0,1276,1964,1,1,1,Pass
1238,0,1,5873,372,8707,3,1420,681,1,2,0,Pass
813,0,1,2531,74,8619,1,533,608,1,2,1,Pass
1317,1,1,7035,981,7264,1,944,401,1,0,2,Pass
143,0,1,8083,254,3219,2,1905,1596,0,1,0,Pass
999,1,1,7348,852,7249,1,1979,207,0,2,2,Pass
1199,1,1,2617,877,8696,3,89,849,1,0,0,Pass
33,0,0,858,992,6990,2,1487,1286,1,0,1,Pass
409,0,1,923,904,3589,2,37,1656,1,1,2,Pass
517,0,0,2123,95,7634,2,1020,1750,1,2,1,Pass
1731,1,0,7345,132,7908,3,1570,243,0,2,1,Pass
1389,0,0,8393,482,5321,3,888,854,0,2,1,Pass
331,1,1,8342,472,6100,0,171,1858,0,1,0,Pass
685,0,1,8360,118,2098,2,1911,633,0,0,1,Pass
1387,1,1,5956,363,3508,1,240,826,0,0,1,Pass
771,1,1,1163,576,750,0,1332,203,1,1,0,Pass
1574,0,0,5787,768,4054,1,1635,429,1,1,1,Pass
376,1,0,363,519,4624,1,1239,1764,0,1,2,Pass
603,1,0,1819,892,6541,3,566,519,1,1,2,Pass
927,1,0,7473,117,7580,3,205,1890,1,2,2,Pass
688,0,0,9974,734,5824,3,767,1918,0,1,1,Pass
1428,1,1,167,853,2696,2,1428,337,0,2,0,Pass
1687,1,1,9680,908,3061,2,565,1920,0,0,2,Pass
1037,1,0,9771,36,3071,0,1036,1750,1,2,2,Pass
1820,0,1,4800,851,9720,2,1697,871,1,1,1,Pass
1963,1,0,8141,843,1465,2,1608,478,0,0,0,Pass
1315,0,0,4749,126,2467,3,1263,1223,1,2,1,Pass
1320,1,1,3965,145,8996,3,859,1298,1,1,1,Pass
1500,0,1,7217,724,6083,3,1179,13,0,0,2,Pass
1257,0,0,798,132,2911,1,1724,1461,0,1,0,Pass
1409,0,1,538,877,8826,0,996,1088,0,0,1,Pass
844,0,0,6070,927,3211,1,1379,1410,1,0,1,Pass
1909,1,1,1780,860,7944,3,1132,739,1,2,2,Pass
1929,1,1,8284,564,5129,3,43,1121,1,0,0,Pass
1302,1,0,193,246,8849,0,1191,1455,1,1,2,Pass
1828,0,0,4281,794,5999,3,14,1090,0,1,2,Pass
666,0,0,3234,159,8266,2,761,1196,1,0,1,Pass
24,0,1,1673,646,484,3,1453,30,0,0,0,Pass
484,0,1,860,490,6637,2,1289,887,0,0,2,Pass
1451,0,1,9064,894,2991,1,1814,1500,1,1,2,Pass
927,1,0,2037,329,6945,2,1104,283,0,0,2,Pass
207,1,0,5189,431,7692,3,908,1993,0,0,0,Pass
1247,0,0,8725,151,2707,3,347,1452,1,1,0,Pass
46,0,0,6707,461,2296,0,19,189,0,0,2,Pass
1062,1,0,4262,307,1041,3,1765,1285,0,2,1,Pass
1548,1,1,6259,33,7857,2,1106,139,0,2,2,Pass
716,0,0,5972,951,6426,1,1039,128,0,2,2,Pass
167,1,0,2540,699,6631,0,1840,544,1,1,0,Pass
228,0,1,5982,395,6896,2,1641,1373,1,0,1,Pass
345,0,1,4916,401,799,0,1976,1185,0,2,1,Pass
1373,1,1,4660,70,2103,0,1047,1688,0,1,1,Pass
643,1,1,5653,876,8171,0,1893,560,0,0,1,Pass
924,0,0,2712,932,259,2,1565,182,0,2,0,Pass
1746,1,1,8922,9,1235,0,679,1878,1,1,2,Pass
949,1,1,4094,783,5118,3,1987,1271,1,0,0,Pass
44,0,0,8559,851,1408,2,493,1401,1,0,1,Pass
1618,1,1,7020,457,2305,0,1139,356,0,1,1,Pass
1986,0,0,4565,324,9196,3,1626,502,1,2,0,Pass
137,1,0,1354,750,3814,0,454,384,1,2,1,Pass
1263,0,0,9932,733,756,2,1073,598,0,1,2,Pass
1065,0,0,804,133,4781,1,1676,234,1,2,1,Pass
1526,1,0,248,560,2262,0,1609,1420,1,1,0,Pass
1147,1,1,7860,831,3573,0,193,1528,0,2,0,Pass
1110,1,0,3101,995,4724,3,122,692,1,2,0,Pass
980,0,0,8361,501,8590,0,1273,604,0,2,1,Pass
487,0,0,52,710,5168,3,942,260,1,2,0,Pass
832,1,1,7076,996,9567,1,1238,1825,0,1,0,Pass
1277,0,0,1076,626,8735,1,882,1596,1,2,0,Pass
759,1,0,8566,19,6394,0,925,909,0,2,2,Pass
387,0,1,9994,355,8743,0,211,153,1,1,0,Pass
859,1,0,7268,818,3050,0,1189,815,1,1,1,Pass
848,1,1,9906,598,9297,0,514,1452,1,1,2,Pass
1078,0,0,339,251,2534,3,1032,673,1,1,0,Pass
212,0,1,9516,562,151,2,1697,1398,0,0,1,Pass
1759,1,1,7869,204,43,1,1713,246,0,2,1,Pass
538,0,1,6489,737,4376,1,1908,894,0,1,2,Pass
1652,0,0,2491,386,8231,3,717,1227,0,1,1,Pass
1478,0,1,4620,967,2704,0,577,1720,0,0,1,Pass
1184,0,0,4361,757,3961,2,1835,841,0,1,1,Pass
1511,1,1,6474,296,4625,0,1777,958,0,1,1,Pass
53,0,0,4886,225,5155,2,396,736,1,2,1,Pass
612,1,1,7834,884,9134,0,637,1897,0,0,1,Pass
881,1,0,5713,833,8265,2,1652,1131,0,2,0,Pass
1681,1,1,9126,549,3643,1,995,808,0,0,2,Pass
795,1,0,1134,765,1055,1,440,1793,1,0,2,Pass
1835,1,0,5145,903,5614,0,1919,1765,1,1,1,Pass
309,1,1,4751,28,4959,2,446,1616,0,2,2,Pass
678,0,1,9328,405,1298,2,627,134,0,2,0,Pass
251,1,1,5100,73,354,3,1489,867,0,0,0,Pass
340,0,1,2298,25,5887,3,960,25,0,1,2,Pass
1249,0,1,8141,640,9938,3,283,204,0,2,2,Pass
304,1,1,121,363,6340,1,1435,1653,1,0,1,Pass
56,0,1,1499,481,3455,0,489,1882,0,0,1,Pass
317,0,1,8783,990,3646,2,1242,414,0,2,2,Pass
1128,0,0,883,602,2552,3,91,290,0,0,2,Pass
538,0,0,8481,570,8750,0,261,1552,0,1,2,Pass
406,1,0,7395,432,2206,2,82,776,1,2,2,Pass
1552,0,1,2920,923,4503,2,1142,833,1,1,0,Pass
1485,1,0,2203,845,469,2,657,870,0,0,0,Pass
945,1,1,7932,605,1631,2,1001,1138,1,2,1,Pass
1607,0,0,9534,777,723,0,157,593,1,1,1,Pass
953,1,0,3464,851,6442,0,941,141,0,2,2,Pass
1012,1,0,8480,52,111,1,638,1754,1,0,1,Pass
399,0,1,5881,985,8563,1,338,1239,0,2,1,Pass
1920,1,0,4134,745,851,2,1404,570,1,0,1,Pass
835,1,0,9439,608,1891,2,1433,782,1,0,0,Pass
801,1,0,6378,947,8812,0,1155,1475,1,2,1,Pass
1280,0,1,5035,585,6296,3,1656,1962,1,1,1,Pass
1077,1,1,6004,362,1414,3,1600,244,1,2,2,Pass
218,1,0,7217,551,3231,1,84,1343,1,1,1,Pass
502,0,1,5682,478,2945,1,1491,628,0,0,1,Pass
1232,0,1,4820,816,395,3,1718,1432,0,2,0,Pass
487,0,1,8978,497,6095,3,1115,725,0,2,1,Pass
922,1,0,253,891,1981,3,1591,427,1,2,2,Pass
599,1,1,6691,647,4467,0,1357,561,1,1,0,Pass
122,1,0,196,633,9307,2,1461,267,0,0,2,Pass
188,0,1,8360,264,8004,0,78,1934,1,2,2,Pass
670,1,1,8549,535,5274,1,1788,815,0,1,0,Pass
24,0,0,8070,387,873,0,373,1020,1,0,0,Pass
266,1,1,5085,961,7924,3,1086,206,1,2,2,Pass
646,0,0,3537,996,6891,3,1051,1333,1,2,1,Pass
545,0,0,7916,608,899,0,1564,1014,0,1,2,Pass
1213,0,0,9028,949,5783,0,811,1915,0,1,1,Pass
699,0,1,4625,43,900,3,1210,1102,0,2,1,Pass
10,1,0,6918,991,6042,1,163,299,0,2,1,Pass
1215,0,1,2498,480,6341,1,400,1930,0,2,2,Pass
1176,0,1,2726,848,1332,1,1633,607,0,1,1,Pass
1721,0,0,146,706,2008,3,436,1334,0,0,0,Pass
1210,1,1,4849,621,3013,1,1800,662,1,1,0,Pass
1667,1,1,7641,523,6543,0,594,1241,0,2,2,Pass
1805,0,0,6599,721,580,1,57,1389,1,0,1,Pass
1615,0,1,1024,746,3503,0,1269,754,1,2,2,Pass
1098,0,1,8107,986,4819,2,1274,440,1,2,1,Pass
1385,0,0,6050,380,6958,2,1484,1724,1,0,2,Pass
1920,1,1,2784,129,9293,2,115,839,1,2,2,Pass
1720,0,1,1709,438,5621,1,807,908,0,2,2,Pass
317,0,0,7117,697,6377,2,269,644,0,0,2,Pass
1101,0,0,2239,664,79,1,1159,992,0,1,2,Pass
1877,0,1,1707,846,6197,3,1250,467,1,0,1,Pass
737,1,1,9211,194,8920,1,82,1377,0,0,1,Pass
136,0,1,2834,462,7356,0,129,735,1,2,0,Pass
9,1,0,6402,273,3968,1,428,273,0,2,1,Pass
702,0,1,6416,721,5697,3,903,1122,1,1,1,Pass
1460,1,0,8203,954,6134,0,400,540,0,1,0,Pass
1021,1,0,4018,107,771,3,439,508,1,2,0,Pass
906,1,0,4652,619,8189,2,262,536,1,2,2,Pass
1472,0,1,7257,424,9158,3,1396,1577,0,1,1,Pass
766,1,1,9230,872,2779,2,1227,728,1,2,2,Pass
1584,1,1,4631,878,5553,2,274,430,0,1,0,Pass
475,1,0,6702,466,7382,1,1389,1332,1,2,1,Pass
941,1,0,9008,741,4587,1,761,1227,1,1,1,Pass
1849,1,1,2519,296,1942,3,1533,273,1,0,0,Pass
964,1,0,9995,73,3133,3,290,969,1,2,0,Pass
1176,1,1,1514,81,9943,3,1691,1629,1,2,1,Pass
154,1,0,8927,268,6020,3,825,1115,0,2,1,Pass
321,1,1,7399,6,2661,1,1214,322,1,0,0,Pass
1822,1,1,6695,967,8301,0,74,1568,0,1,1,Pass
1339,0,1,2049,827,5390,1,506,1025,0,2,1,Pass
1978,1,0,8974,881,9704,0,1668,510,1,2,2,Pass
162,0,1,4495,422,1043,1,104,423,1,1,2,Pass
704,0,1,9284,909,7830,0,730,1639,1,0,0,Pass
304,1,1,8774,533,6312,2,915,1739,1,2,0,Pass
815,0,1,9784,38,6667,1,285,1734,0,1,1,Pass
1063,1,1,640,322,3360,2,406,92,0,1,1,Pass
782,0,1,8572,829,7469,0,1300,1233,1,1,2,Pass
1284,0,1,7449,825,1106,3,1215,38,0,2,0,Pass
751,0,0,2149,920,7891,3,1589,775,0,0,1,Pass
1708,1,1,3597,398,3128,3,240,1244,0,0,0,Pass
844,0,0,4873,467,2344,1,938,402,0,1,0,Pass
593,1,0,5643,595,8763,2,233,637,0,0,1,Pass
1420,0,1,144,842,1494,3,1982,805,0,0,0,Pass
92,0,0,3894,991,9481,1,1743,306,0,2,2,Pass
653,0,0,4452,499,9676,0,1949,141,0,0,2,Pass
1075,1,1,1424,310,9376,2,1721,1613,1,0,1,Pass
985,1,1,4290,199,2905,1,632,50,1,1,0,Pass
211,1,0,9998,22,9857,0,1806,346,0,2,0,Pass
1092,0,1,7079,209,2447,0,415,470,1,0,1,Pass
277,0,1,8839,567,5102,0,1641,1408,0,2,1,Pass
1227,0,1,5300,955,4562,3,166,756,1,2,1,Pass
620,1,0,8517,865,2461,1,1894,687,1,1,2,Pass
1254,0,0,1227,70,279,1,834,352,0,2,1,Pass
1155,1,0,1715,72,1667,3,1027,1538,1,2,2,Pass
405,0,0,2287,946,629,1,313,140,1,2,2,Pass
610,1,0,8557,897,7834,1,1568,1118,1,2,1,Pass
1669,0,0,5577,432,552,0,1093,832,1,1,0,Pass
1113,1,1,6916,461,2492,2,288,1711,1,0,0,Pass
1786,1,0,3071,414,4410,2,34,1679,0,2,1,Pass
978,0,1,7273,668,3158,3,1494,912,0,0,2,Pass
1893,1,1,6267,930,8809,3,1693,871,0,0,1,Pass
593,0,1,3805,890,8183,0,425,755,0,0,2,Pass
750,1,1,5243,508,1860,2,1043,1552,0,0,2,Pass
822,0,0,4840,4,8815,1,401,1731,0,2,0,Pass
281,1,0,9291,607,9886,2,1800,250,1,0,0,Pass
56,1,0,7599,753,5153,1,1416,872,1,2,0,Pass
1572,0,1,4637,839,9899,2,878,1234,0,0,0,Pass
491,0,0,7741,116,3345,0,283,1489,0,0,1,Pass
246,1,1,6738,426,1087,2,1674,1661,1,0,2,Pass
1081,0,0,7884,119,9143,1,727,1354,0,0,0,Pass
1232,0,1,1551,314,8386,0,964,1849,0,1,0,Pass
619,1,1,393,377,7212,2,1789,198,1,0,0,Pass
862,0,1,9737,264,7391,3,900,306,0,2,0,Pass
128,0,0,4388,456,1816,2,1311,1924,0,1,0,Pass
453,0,0,8842,201,1824,3,1782,473,1,2,1,Pass
738,0,0,6782,238,1819,3,625,477,1,1,1,Pass
197,1,1,5099,484,3604,2,151,365,0,0,1,Pass
1463,0,1,8762,670,2337,3,826,387,1,0,1,Pass
791,1,0,312,216,7578,0,1926,1029,0,0,1,Pass
524,0,1,8301,261,8348,1,849,483,0,1,2,Pass
815,1,0,2224,880,6900,1,1524,819,0,1,0,Pass
1258,1,1,6975,724,6095,0,1137,82,1,1,0,Pass
633,0,1,8019,401,8742,0,1685,833,0,2,1,Pass
388,1,0,7064,436,5886,3,1349,129,1,2,1,Pass
926,1,1,7906,993,3893,1,382,1685,1,2,2,Pass
1430,1,1,3156,504,1472,1,237,364,0,0,0,Pass
1679,0,1,5235,265,1097,3,6,671,0,0,0,Pass
1014,0,1,5168,981,493,0,1816,1493,0,1,0,Pass
376,1,0,3211,971,1995,1,869,1833,1,0,0,Pass
565,1,0,1883,731,3905,3,1608,972,0,0,1,Pass
717,0,1,8099,379,1272,1,1288,821,1,0,1,Pass
1309,1,0,1943,700,184,2,658,1481,0,0,1,Pass
1550,1,1,2564,104,7501,0,1276,752,1,2,2,Pass
691,1,1,6406,594,7408,2,1676,367,0,1,1,Pass
1605,0,1,7323,522,3050,1,463,1412,0,1,1,Pass
901,1,1,1614,564,7642,0,1230,1833,1,0,1,Pass
133,1,0,7415,580,4544,2,659,224,1,1,1,Pass
475,1,0,7862,312,1914,1,1026,1663,0,1,2,Pass
1883,0,1,7542,626,7779,0,619,336,0,1,1,Pass
712,0,0,1462,793,1683,2,1605,1920,1,1,1,Pass
656,0,0,7500,803,5545,1,1757,1627,0,1,1,Pass
361,1,1,2908,105,8301,2,1156,216,0,1,1,Pass
612,0,0,7357,998,6857,3,1695,542,0,1,0,Pass
1908,0,1,4738,974,5952,3,1824,843,0,2,2,Pass
66,0,0,8238,280,7502,3,1914,1572,0,1,1,Pass
57,0,1,2314,47,5878,2,1082,1446,1,0,2,Pass
849,0,1,2441,403,3250,0,794,928,0,1,2,Pass
1170,0,1,6707,407,9325,0,408,723,0,2,2,Pass
1392,0,0,3814,342,2644,0,1116,624,1,0,1,Pass
1829,1,1,3153,560,5203,2,1631,677,1,2,1,Pass
1351,0,0,5395,99,1571,1,1760,1691,1,1,2,Pass
192,1,0,729,39,5641,2,1992,1638,1,1,0,Pass
1580,1,0,2542,322,5298,2,1014,1954,1,0,1,Pass
1722,1,0,9907,301,3521,3,1437,1646,0,2,0,Pass
810,1,0,5847,777,6722,0,1089,145,1,2,0,Pass
1255,1,1,3512,538,7264,3,505,606,1,2,1,Pass
1450,1,1,2239,31,9771,3,1863,1229,0,0,0,Pass
675,1,1,4610,354,9534,2,1116,1279,0,2,0,Pass
796,1,0,6299,562,3124,3,831,1109,1,1,2,Pass
1940,1,1,9567,155,3714,0,548,199,0,1,1,Pass
1277,1,1,9682,135,103,1,1458,1700,1,1,0,Pass
667,0,1,7503,452,135,3,1957,1667,1,1,2,Pass
466,0,0,9628,593,4607,3,315,1357,0,0,0,Pass
1218,1,0,6290,822,8026,2,963,1132,0,2,0,Pass
250,1,0,1570,552,7610,1,1832,1484,0,2,0,Pass
46,1,0,1915,845,2234,3,1172,789,0,2,1,Pass
1102,0,1,8753,130,9751,2,1048,506,0,2,2,Pass
269,1,1,4464,815,1207,2,240,1402,1,1,2,Pass
1267,0,0,4887,971,4058,3,1291,1432,1,1,0,Pass
1800,0,0,7736,738,3188,2,1728,993,0,0,2,Pass
1861,1,1,2308,799,1748,2,341,385,0,0,0,Pass
592,1,0,268,448,2918,1,1587,618,1,1,0,Pass
428,1,0,3227,485,2124,0,1980,1211,1,0,1,Pass
1459,0,0,5368,189,7491,2,1861,1281,0,1,1,Pass
1914,0,0,4895,5,457,3,534,837,1,1,0,Pass
1015,0,0,9624,781,4084,1,790,634,1,1,1,Pass
1801,0,0,7720,178,3606,3,1869,1241,0,2,2,Pass
1292,1,1,5275,282,596,3,1946,1667,1,2,0,Pass
1343,0,1,508,815,9197,2,1675,410,1,2,0,Pass
1661,1,1,7620,731,5183,1,1907,1764,1,0,2,Pass
173,1,1,3766,355,7805,2,1327,517,0,0,0,Pass
1166,0,1,6980,700,8277,0,1785,1808,0,0,1,Pass
1706,0,1,7795,632,4005,3,1158,179,0,1,0,Pass
1006,1,0,4626,979,6773,1,340,692,0,2,0,Pass
667,1,0,417,343,8968,0,1219,723,0,0,0,Pass
1972,0,0,6196,975,5299,3,301,613,1,2,2,Pass
1245,0,1,7183,92,7959,3,1545,51,1,1,2,Pass
20,0,1,1876,266,6771,3,977,133,0,2,2,Pass
1751,1,1,9872,934,8666,1,748,1670,1,2,0,Pass
1707,1,0,9421,319,9036,0,943,734,1,2,1,Pass
924,0,0,5192,734,8248,0,468,1374,1,1,2,Pass
173,0,1,1723,620,3942,3,421,979,1,2,0,Pass
1989,1,0,2254,62,5723,0,1579,995,1,0,2,Pass
508,0,0,159,72,8909,1,1607,549,0,2,2,Pass
1961,0,0,9689,883,9454,0,986,1960,1,0,2,Pass
1362,1,1,7177,931,3117,0,1177,1546,1,1,0,Pass
296,1,1,2116,962,2319,0,1921,619,1,2,0,Pass
1509,0,0,9677,243,3012,3,1952,358,0,2,1,Pass
1914,1,0,9195,149,1742,3,76,3,1,0,2,Pass
369,0,1,6927,212,6676,0,502,693,0,1,0,Pass
1651,0,0,7307,157,8700,0,1055,1203,0,2,1,Pass
799,0,0,2871,158,8958,0,1539,845,1,0,0,Pass
1345,0,1,9494,143,3709,2,1484,1525,0,1,0,Pass
1827,0,1,2159,978,4505,0,933,671,0,1,1,Pass
891,1,0,3086,882,5447,2,1704,334,0,0,0,Pass
840,0,0,4800,715,377,3,458,101,0,1,0,Pass
1954,0,1,1302,790,2178,1,442,831,0,1,0,Pass
501,0,0,3194,343,537,1,417,1716,1,2,1,Pass
1426,1,0,1077,878,1750,1,1692,1841,1,0,1,Pass
794,1,0,2298,86,8866,0,638,1706,1,0,2,Pass
1792,1,0,8755,533,8865,0,153,1494,1,0,0,Pass
1506,1,0,9617,569,5314,2,1699,991,1,1,2,Pass
1100,0,1,7931,755,7903,3,269,1933,1,2,1,Pass
50,0,0,4132,283,1815,0,968,790,0,0,1,Pass
15,1,1,7031,304,6976,3,1529,221,0,2,2,Pass
1430,1,0,2807,458,3570,2,1204,1148,1,2,2,Pass
909,1,0,8615,86,9702,3,14,87,0,1,1,Pass
1289,0,0,2450,269,4214,2,130,1463,0,0,1,Pass
50,0,0,6779,777,6645,0,702,1895,1,1,2,Pass
940,0,0,813,469,3494,2,1358,919,0,2,1,Pass
1447,1,0,8325,609,770,0,1838,1139,1,2,0,Pass
861,0,0,3604,103,7499,3,1622,1991,0,1,1,Pass
1677,0,1,6809,141,6229,3,1271,329,1,2,1,Pass
832,1,0,5507,295,6060,2,395,1546,0,0,1,Pass
976,0,0,9758,768,9032,1,688,1955,1,0,1,Pass
615,1,1,9979,293,5380,1,941,593,1,0,1,Pass
964,0,1,7003,895,9014,3,822,1525,1,0,2,Pass
1229,0,0,8253,3,8864,0,1427,1170,1,0,2,Pass
1449,1,1,2506,783,2237,3,1510,60,1,2,1,Pass
549,0,1,1115,635,8815,1,401,657,1,0,1,Pass
137,1,1,3769,378,1452,3,958,431,1,2,2,Pass
879,1,0,6762,380,6705,2,544,1034,1,1,1,Pass
1047,1,0,1269,65,9767,2,656,928,0,2,1,Pass
609,1,0,8355,964,2841,0,1483,1332,0,0,0,Pass
48,0,0,6557,962,1743,3,1838,1659,0,2,1,Pass
1136,0,1,5822,334,9756,3,220,1102,1,2,2,Pass
892,0,0,8726,474,7435,1,1072,660,1,2,0,Pass
1640,1,1,7638,868,1840,3,1444,259,1,1,0,Pass
1245,1,1,4034,370,6562,0,1738,1099,0,1,1,Pass
1534,0,1,8952,524,2318,3,1873,648,0,1,2,Pass
222,1,0,7032,45,1519,3,1800,234,1,0,2,Pass
1059,1,0,3076,125,6129,1,1910,475,1,1,0,Pass
836,1,0,2831,278,5645,2,771,1461,1,2,0,Pass
402,1,0,4683,666,4966,2,1799,1604,1,0,2,Pass
1022,0,1,4771,341,6089,2,1593,1063,1,2,0,Pass
1072,0,0,6560,876,9915,3,1979,743,0,1,1,Pass
1111,0,0,2272,330,3027,0,1337,1386,1,1,2,Pass
1849,0,0,8233,619,9344,0,1897,31,1,1,0,Pass
1649,0,1,563,927,8989,0,1252,1022,0,2,1,Pass
8,0,1,1643,740,5449,2,108,1779,1,1,2,Pass
922,0,0,6957,177,8235,2,543,559,0,2,2,Pass
1807,0,0,4770,707,266,1,1952,499,0,2,1,Pass
506,1,0,911,542,3186,3,172,866,1,2,1,Pass
889,0,1,3351,81,4314,2,306,266,1,2,0,Pass
1026,0,1,9615,150,4410,3,1285,150,1,1,2,Pass
1566,1,1,2552,965,1729,2,1525,476,1,0,0,Pass
396,0,0,6514,876,653,3,1890,1926,1,0,0,Pass
1149,1,1,1044,278,6011,0,968,1431,0,2,0,Pass
1024,0,1,1713,533,5766,3,1086,133,1,0,2,Pass
34,1,1,6509,53,7652,3,1713,5,1,1,0,Pass
1180,1,1,6197,415,3811,0,423,559,0,0,2,Pass
48,1,1,6293,782,1322,0,1334,1655,0,2,0,Pass
1898,1,1,4140,849,9556,2,971,285,1,2,0,Pass
1319,0,1,1570,14,6031,1,31,1962,1,1,0,Pass
1500,1,0,6386,776,5162,3,589,1376,1,0,0,Pass
1758,1,1,4459,181,8677,3,1974,1237,1,1,1,Pass
977,0,0,9,159,8521,1,222,115,1,2,2,Pass
344,1,0,4489,188,1728,0,280,1063,0,2,2,Pass
1760,0,1,9954,596,1127,3,164,316,1,1,2,Pass
1393,1,1,7415,631,7400,3,930,155,0,0,1,Pass
1067,1,0,8306,808,4476,1,903,250,0,1,1,Pass
1617,0,1,6915,59,9220,2,261,1191,1,1,0,Pass
348,1,0,4862,222,4448,0,304,343,1,1,1,Pass
1606,0,1,8188,999,609,0,1619,519,1,2,1,Pass
1209,0,1,1296,714,4593,1,1209,902,0,1,1,Pass
637,1,0,4194,813,8010,0,1696,1748,1,2,1,Pass
979,0,1,7569,138,9211,3,1904,1956,0,2,0,Pass
920,0,0,9081,848,7102,3,1011,738,1,1,0,Pass
273,0,1,8013,199,7214,3,1845,41,0,2,1,Pass
999,1,0,7047,390,6430,0,1650,908,1,2,2,Pass
56,0,1,7779,203,1021,1,1448,1591,1,2,0,Pass
1602,0,0,2514,63,5884,0,1418,681,1,0,1,Pass
1157,0,1,1394,35,7865,2,892,1880,1,0,0,Pass
1436,0,1,5140,267,8366,3,806,1578,0,0,0,Pass
559,0,1,2414,997,4698,2,1127,147,0,0,1,Pass
1040,1,0,9831,318,2746,0,723,104,0,0,0,Pass
8,1,0,1321,569,4248,0,1296,822,0,2,0,Pass
278,1,0,5161,701,5992,1,1827,1288,1,2,2,Pass
1180,0,1,715,107,1962,1,1329,1612,1,1,1,Pass
334,0,1,6186,9,1523,2,167,601,0,0,0,Pass
